Year,Month,Day,Hour,PM_Indoor,IBMS_SNSR-PM2.5-HW154_624-105-001_TR,IBMS_SNSR-PM2.5-HW159_624-201-001_TR,IBMS_SNSR-PM2.5-HW640_624-205-001_TR,IBMS_SNSR-PM2.5-HW610_624-206-001_TR,IBMS_SNSR-PM2.5-HW930_624-301-001_TR,IBMS_SNSR-PM2.5-HW804_624-305-001_TR,IBMS_SNSR-PM2.5-HW643_624-306-001_TR,IBMS_SNSR-PM2.5-HW223_624-307-001_TR,IBMS_SNSR-PM2.5-HW999_624-405-001_TR,IBMS_SNSR-PM2.5-HW719_624-406-001_TR,Outdoor-Avg Temp,Outdoor-Avg RH,Indoor-Avg Temp,Indoor-Avg RH,CO2_Indoor,PM_Outdoor,CO2_Outdoor
2016,10,11,10,15,15,15,15,15,15,15,15,15,15,15,24.8,50.4,23,53.8,529.2,12,400
2016,10,11,11,15,15,15,15,15,15,15,15,15,15,15,25.4,47.1,23.1,54.6,556.2,8,400
2016,10,11,12,15,15,15,15,15,15,15,15,15,15,15,26.5,41,23.3,53.4,565.2,10,400
2016,10,11,13,15,15,15,15,15,15,15,15,15,15,15,25.3,37.5,23.3,52.5,573.2,10,400
2016,10,11,14,15,15,15,15,15,15,15,15,15,15,15,26.1,40.6,23.4,52.4,604.4,19,400
2016,10,11,15,15,15,15,15,15,15,15,15,15,15,15,23.3,53.5,23.5,53.7,626.4,16,400
2016,10,11,16,15,15,15,15,15,15,15,15,15,15,15,22.2,56.8,23.3,53.1,631.4,5,400
2016,10,11,17,15,15,15,15,15,15,15,15,15,15,15,20.9,62,23.3,52.7,629.3,4,400
2016,10,11,18,15,15,15,15,15,15,15,15,15,15,15,18.4,63.6,23.2,52.8,568.8,13,400
2016,10,11,19,15,15,15,15,15,15,15,15,15,15,15,19.7,64,23.1,51.9,503.7,9,400
2016,10,11,20,15,15,15,15,15,15,15,15,15,15,15,17.6,64.9,23,51.9,470.7,9,400
2016,10,11,21,15,15,15,15,15,15,15,15,15,15,15,20.5,66.8,23.2,55.3,452.2,17,400
2016,10,11,22,15,15,15,15,15,15,15,15,15,15,15,19.7,65.4,23.3,56.9,439.2,14,400
2016,10,11,23,15,15,15,15,15,15,15,15,15,15,15,20.1,67.2,23.3,57.5,429.5,8,400
2016,10,12,0,15,15,15,15,15,15,15,15,15,15,15,20.1,68.5,23.3,58.2,427.5,9,400
2016,10,12,1,15,15,15,15,15,15,15,15,15,15,15,19.7,67.5,23.3,58.8,421.1,11,400
2016,10,12,2,15,15,15,15,15,15,15,15,15,15,15,19.9,67.3,23.3,59.2,418.4,15,400
2016,10,12,3,15,15,15,15,15,15,15,15,15,15,15,17.2,68.1,23.3,59.9,411.9,16,400
2016,10,12,4,15,15,15,15,15,15,15,15,15,15,15,19.3,70.5,23.3,60.5,407.9,17,400
2016,10,12,5,15,15,15,15,15,15,15,15,15,15,15,17.1,77.2,23.3,60.8,408.5,5,400
2016,10,12,6,15,15,15,15,15,15,15,15,15,15,15,16,90.1,23.1,56.5,434.4,15,400
2016,10,12,7,15,15,15,15,15,15,15,15,15,15,15,18.3,89.2,23,55.2,446.1,15,400
2016,10,12,8,15,15,15,15,15,15,15,15,15,15,15,19,77.9,23,54.5,457.4,14,400
2016,10,12,9,15,15,15,15,15,15,15,15,15,15,15,20.5,68.9,23,53.9,469.3,28,400
2016,10,12,10,15,15,15,15,15,15,15,15,15,15,15,19.3,58.3,23,54.3,481.8,18,400
2016,10,12,11,15,15,15,15,15,15,15,15,15,15,15,22,58.5,23,53.9,482.4,24,400
2016,10,12,12,15,15,15,15,15,15,15,15,15,15,15,21.4,56.4,23.1,53.9,497.7,33,400
2016,10,12,13,15,15,15,15,15,15,15,15,15,15,15,21.8,62.8,23,53.4,503.7,30,400
2016,10,12,14,15,15,15,15,15,15,15,15,15,15,15,21.9,59.4,23,53.6,505.8,29,400
2016,10,12,15,15,15,15,15,15,15,15,15,15,15,15,21.5,61.7,23,54.5,516.2,38,400
2016,10,12,16,15,15,15,15,15,15,15,15,15,15,15,19.6,64.5,23,53.3,526.6,42,400
2016,10,12,17,15,15,15,15,15,15,15,15,15,15,15,20.5,67.3,23,53.6,529.7,38,400
2016,10,12,18,15,15,15,15,15,15,15,15,15,15,15,20.8,67.3,23,53.2,514.7,43,400
2016,10,12,19,15,15,15,15,15,15,15,15,15,15,15,20.2,69.4,22.9,53.3,490,50,400
2016,10,12,20,15,15,15,15,15,15,15,15,15,15,15,19.9,72.7,22.9,53.3,498.7,54,400
2016,10,12,21,15,15,15,15,15,15,15,15,15,15,15,20.5,74.5,23.1,56.3,489.1,53,400
2016,10,12,22,15,15,15,15,15,15,15,15,15,15,15,18,75.2,23.2,58.1,471.8,60,400
2016,10,12,23,15,15,15,15,15,15,15,15,15,15,15,20.6,75.2,23.2,59.5,459.7,55,400
2016,10,13,0,15,15,15,15,15,15,15,15,15,15,15,19.9,75.5,23.2,60.3,446.8,54,400
2016,10,13,1,15,15,15,15,15,15,15,15,15,15,15,20.3,75.6,23.3,60.8,436.3,44,400
2016,10,13,2,15,15,15,15,15,15,15,15,15,15,15,18.7,76.6,23.3,61.3,434.3,27,400
2016,10,13,3,15,15,15,15,15,15,15,15,15,15,15,19.8,76.5,23.3,61.7,428,18,400
2016,10,13,4,15,15,15,15,15,15,15,15,15,15,15,18.7,71.8,23.3,61.6,428.6,17,400
2016,10,13,5,15,15,15,15,15,15,15,15,15,15,15,19.8,68.6,23.3,61.5,423.2,14,400
2016,10,13,6,15,15,15,15,15,15,15,15,15,15,15,17.4,67.6,23.1,56.9,438.8,8,400
2016,10,13,7,15,15,15,15,15,15,15,15,15,15,15,18.9,65,23,54.6,444.7,7,400
2016,10,13,8,15,15,15,15,15,15,15,15,15,15,15,19.8,63.9,22.9,53.2,445.6,13,400
2016,10,13,9,15,15,15,15,15,15,15,15,15,15,15,20.1,60.2,22.9,53.6,476.6,18,400
2016,10,13,10,15,15,15,15,15,15,15,15,15,15,15,18.5,59.9,23,53.2,505.2,16,400
2016,10,13,11,15,15,15,15,15,15,15,15,15,15,15,20.6,61.4,23,52.9,557.1,22,400
2016,10,13,12,15,15,15,15,15,15,15,15,15,15,15,21.4,63.3,23,53.5,535.8,9,400
2016,10,13,13,15,15,15,15,15,15,15,15,15,15,15,19.4,66,23,53.8,531.3,7,400
2016,10,13,14,15,15,15,15,15,15,15,15,15,15,15,20.8,63.8,23,53.2,524.3,11,400
2016,10,13,15,15,15,15,15,15,15,15,15,15,15,15,19.9,65.1,23,54.1,531.8,16,400
2016,10,13,16,15,15,15,15,15,15,15,15,15,15,15,20.4,64.8,23,53.3,535.8,10,400
2016,10,13,17,15,15,15,15,15,15,15,15,15,15,15,19.2,64.2,23,52.8,523.1,14,400
2016,10,13,18,15,15,15,15,15,15,15,15,15,15,15,19.4,66.2,22.9,52.9,508,24,400
2016,10,13,19,15,15,15,15,15,15,15,15,15,15,15,19.3,68.7,22.9,52.9,493.8,28,400
2016,10,13,20,15,15,15,15,15,15,15,15,15,15,15,19,72.8,22.9,52.9,493.2,18,400
2016,10,13,21,15,15,15,15,15,15,15,15,15,15,15,17.5,72.1,23.1,56,483.4,27,400
2016,10,13,22,15,15,15,15,15,15,15,15,15,15,15,19.6,77.8,23.1,57.8,469.3,25,400
2016,10,13,23,15,15,15,15,15,15,15,15,15,15,15,20.2,76.8,23.2,59.3,458.2,32,400
2016,10,14,0,15,15,15,15,15,15,15,15,15,15,15,19.9,79.5,23.2,59.7,446.6,26,400
2016,10,14,1,15,15,15,15,15,15,15,15,15,15,15,17.8,80.6,23.2,60.7,438.6,37,400
2016,10,14,2,15,15,15,15,15,15,15,15,15,15,15,19.4,79.7,23.2,61.4,438.8,29,400
2016,10,14,3,15,15,15,15,15,15,15,15,15,15,15,18.8,84.8,23.2,62.4,430.9,30,400
2016,10,14,4,15,15,15,15,15,15,15,15,15,15,15,18.7,92.6,23.2,63.2,426.6,29,400
2016,10,14,5,15,15,15,15,15,15,15,15,15,15,15,17.3,84.3,23.2,63.2,423,13,400
2016,10,14,6,15,15,15,15,15,15,15,15,15,15,15,17.2,86.8,23,58.2,444.6,16,400
2016,10,14,7,15,15,15,15,15,15,15,15,15,15,15,17.8,82.1,22.9,56.2,460.2,32,400
2016,10,14,8,15,15,15,15,15,15,15,15,15,15,15,19.9,79.9,22.9,55.2,491.2,29,400
2016,10,14,9,15,15,15,15,15,15,15,15,15,15,15,20.9,80.2,22.9,55.8,513.2,20,400
2016,10,14,10,15,15,15,15,15,15,15,15,15,15,15,19.5,81.7,23,55.9,528.4,24,400
2016,10,14,11,15,15,15,15,15,15,15,15,15,15,15,19.5,72.6,23,56.8,574,35,400
2016,10,14,12,15,15,15,15,15,15,15,15,15,15,15,20.5,70.8,23,55.9,575.1,31,400
2016,10,14,13,15,15,15,15,15,15,15,15,15,15,15,19.4,74,23.1,56,556.6,24,400
2016,10,14,14,15,15,15,15,15,15,15,15,15,15,15,20.9,68.2,23.1,55.9,555.4,31,400
2016,10,14,15,15,15,15,15,15,15,15,15,15,15,15,22.3,68.6,23.1,55.9,554.2,31,400
2016,10,14,16,15,15,15,15,15,15,15,15,15,15,15,22.4,73.2,23,55.2,547.7,32,400
2016,10,14,17,15,15,15,15,15,15,15,15,15,15,15,21.8,77.7,23,56, ,28,400
2016,10,14,18,15,15,15,15,15,15,15,15,15,15,15,20.1,81.1,23,55.4, ,28,400
2016,10,14,19,15,15,15,15,15,15,15,15,15,15,15,21.7,82.2,23,55.1, ,22,400
2016,10,14,20,15,15,15,15,15,15,15,15,15,15,15,21.1,77.3,22.9,55.6, ,16,400
2016,10,14,21,15,15,15,15,15,15,15,15,15,15,15,21.5,78.7,23.1,58, ,6,400
2016,10,14,22,15,15,15,15,15,15,15,15,15,15,15,21.1,76,23.2,59.8, ,10,400
2016,10,14,23,15,15,15,15,15,15,15,15,15,15,15,20.3,71.8,23.2,60.8, ,13,400
2016,10,15,0,15,15,15,15,15,15,15,15,15,15,15, , ,23.2,61.7, ,14,400
2016,10,15,1,15,15,15,15,15,15,15,15,15,15,15,,,,,,10,400
2016,10,15,2,15,15,15,15,15,15,15,15,15,15,15,,,,,,10,400
2016,10,15,3,15,15,15,15,15,15,15,15,15,15,15,,,,,,6,400
2016,10,15,4,15,15,15,15,15,15,15,15,15,15,15,,,,,,9,400
2016,10,15,5,15,15,15,15,15,15,15,15,15,15,15,,,,,,7,400
2016,10,15,6,15,15,15,15,15,15,15,15,15,15,15,,,,,,15,400
2016,10,15,7,15,15,15,15,15,15,15,15,15,15,15,,,,,,11,400
2016,10,15,8,15,15,15,15,15,15,15,15,15,15,15,,,,,,14,400
2016,10,15,9,15,15,15,15,15,15,15,15,15,15,15,,,,,,21,400
2016,10,15,10,15,15,15,15,15,15,15,15,15,15,15,,,,,,12,400
2016,10,15,11,15,15,15,15,15,15,15,15,15,15,15,,,,,,17,400
2016,10,15,12,15,15,15,15,15,15,15,15,15,15,15,,,,,,16,400
2016,10,15,13,15,15,15,15,15,15,15,15,15,15,15,,,,,,20,400
2016,10,15,14,15,15,15,15,15,15,15,15,15,15,15,,,,,,26,400
2016,10,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,17,400
2016,10,15,16,15,15,15,15,15,15,15,15,15,15,15,,,,,,21,400
2016,10,15,17,15,15,15,15,15,15,15,15,15,15,15,,,,,,18,400
2016,10,15,18,15,15,15,15,15,15,15,15,15,15,15,,,,,,15,400
2016,10,15,19,15,15,15,15,15,15,15,15,15,15,15,,,,,,23,400
2016,10,15,20,15,15,15,15,15,15,15,15,15,15,15,,,,,,18,400
2016,10,15,21,15,15,15,15,15,15,15,15,15,15,15,,,,,,23,400
2016,10,15,22,15,15,15,15,15,15,15,15,15,15,15,,,,,,12,400
2016,10,15,23,15,15,15,15,15,15,15,15,15,15,15,,,,,,20,400
2016,10,16,0,15,15,15,15,15,15,15,15,15,15,15,,,,,,18,400
2016,10,16,1,15,15,15,15,15,15,15,15,15,15,15,,,,,,15,400
2016,10,16,2,15,15,15,15,15,15,15,15,15,15,15,,,,,,24,400
2016,10,16,3,15,15,15,15,15,15,15,15,15,15,15,,,,,,6,400
2016,10,16,4,15,15,15,15,15,15,15,15,15,15,15,,,,,,8,400
2016,10,16,5,15,15,15,15,15,15,15,15,15,15,15,,,,,,24,400
2016,10,16,6,15,15,15,15,15,15,15,15,15,15,15,,,,,,22,400
2016,10,16,7,15,15,15,15,15,15,15,15,15,15,15,,,,,,-999,400
2016,10,16,8,15,15,15,15,15,15,15,15,15,15,15,,,,,,18,400
2016,10,16,9,15,15,15,15,15,15,15,15,15,15,15,,,,,,18,400
2016,10,16,10,15,15,15,15,15,15,15,15,15,15,15,,,,,,19,400
2016,10,16,11,15,15,15,15,15,15,15,15,15,15,15,,,,,,26,400
2016,10,16,12,15,15,15,15,15,15,15,15,15,15,15,,,,,,33,400
2016,10,16,13,15,15,15,15,15,15,15,15,15,15,15,,,,,,42,400
2016,10,16,14,15,15,15,15,15,15,15,15,15,15,15,28.6,61.9,23.4,55.1, ,44,400
2016,10,16,15,15,15,15,15,15,15,15,15,15,15,15,27.9,61.5,23.4,54.1, ,68,400
2016,10,16,16,15,15,15,15,15,15,15,15,15,15,15,26.6,69.9,23.4,55.3, ,75,400
2016,10,16,17,15,15,15,15,15,15,15,15,15,15,15,24.9,73.2,23.4,55.4, ,109,400
2016,10,16,18,15,15,15,15,15,15,15,15,15,15,15,22.8,78.7,23.4,55.5, ,107,400
2016,10,16,19,15,15,15,15,15,15,15,15,15,15,15,22.2,76.4,23.2,55.7, ,83,400
2016,10,16,20,15,15,15,15,15,15,15,15,15,15,15,22.6,76.3,23.2,55.5, ,50,400
2016,10,16,21,15,15,15,15,15,15,15,15,15,15,15,22,78.2,23.5,58.4,464.1,41,400
2016,10,16,22,15,15,15,15,15,15,15,15,15,15,15,21.1,84.3,23.5,60.6,448.7,39,400
2016,10,16,23,15,15,15,15,15,15,15,15,15,15,15,21,79.6,23.6,62,443.2,34,400
2016,10,17,0,15,15,15,15,15,15,15,15,15,15,15,20.2,81.9,23.6,62.8,439,23,400
2016,10,17,1,15,15,15,15,15,15,15,15,15,15,15,19.8,79.7,23.6,63.2,433.5,33,400
2016,10,17,2,15,15,15,15,15,15,15,15,15,15,15,18.7,80.5,23.6,63.6,430.7,21,400
2016,10,17,3,15,15,15,15,15,15,15,15,15,15,15,20.2,80.6,23.7,63.8,425.2,45,400
2016,10,17,4,15,15,15,15,15,15,15,15,15,15,15,16.6,78.2,23.7,64.3,427.2,52,400
2016,10,17,5,15,15,15,15,15,15,15,15,15,15,15,17.5,77.3,23.7,64.2,427.1,40,400
2016,10,17,6,15,15,15,15,15,15,15,15,15,15,15,19.3,76.8,23.4,58.2,456.8,54,400
2016,10,17,7,15,15,15,15,15,15,15,15,15,15,15,18.8,77.1,23.3,55.7,470.2,35,400
2016,10,17,8,15,15,15,15,15,15,15,15,15,15,15,19.5,73.1,23.2,55.5,480.5,41,400
2016,10,17,9,15,15,15,15,15,15,15,15,15,15,15,24.2,58.5,23.3,54.5,479.5,41,400
2016,10,17,10,15,15,15,15,15,15,15,15,15,15,15,23.3,61.5,23.4,55.1,546,29,400
2016,10,17,11,15,15,15,15,15,15,15,15,15,15,15,24.7,58,23.5,55.8,572.2,35,400
2016,10,17,12,15,15,15,15,15,15,15,15,15,15,15,23.3,62.1,23.5,55.1,572.7,35,400
2016,10,17,13,15,15,15,15,15,15,15,15,15,15,15,24.9,58.8,23.6,54.9,567.5,38,400
2016,10,17,14,15,15,15,15,15,15,15,15,15,15,15,24.3,60.5,23.5,54.8,554.4,23,400
2016,10,17,15,15,15,15,15,15,15,15,15,15,15,15,22.1,66.6,23.5,56.8,563.8,43,400
2016,10,17,16,15,15,15,15,15,15,15,15,15,15,15,22.5,70.7,23.5,55.8,566.6,12,400
2016,10,17,17,15,15,15,15,15,15,15,15,15,15,15,22.6,72.9,23.5,54.8,557.2,15,400
2016,10,17,18,15,15,15,15,15,15,15,15,15,15,15,22.4,75.8,23.5,54.6,544,15,400
2016,10,17,19,15,15,15,15,15,15,15,15,15,15,15,20.9,76.5,23.4,55.1,522.5,13,400
2016,10,17,20,15,15,15,15,15,15,15,15,15,15,15,21.7,76.9,23.3,54.4,479.9,6,400
2016,10,17,21,15,15,15,15,15,15,15,15,15,15,15,21,78.4,23.5,57.9,460.2,5,400
2016,10,17,22,15,15,15,15,15,15,15,15,15,15,15,20.9,77.3,23.6,59.8,448.2,5,400
2016,10,17,23,15,15,15,15,15,15,15,15,15,15,15,20.8,79.9,23.7,60.8,434.9,8,400
2016,10,18,0,15,15,15,15,15,15,15,15,15,15,15,19.2,83,23.7,62.2,431.8,6,400
2016,10,18,1,15,15,15,15,15,15,15,15,15,15,15,18,82.5,23.7,62.9,424.8,16,400
2016,10,18,2,15,15,15,15,15,15,15,15,15,15,15,19.4,84,23.7,63.4,421.9,12,400
2016,10,18,3,15,15,15,15,15,15,15,15,15,15,15,19.8,88.5,23.7,63.7,421.7,22,400
2016,10,18,4,15,15,15,15,15,15,15,15,15,15,15,18.9,88.2,23.7,64,417,22,400
2016,10,18,5,15,15,15,15,15,15,15,15,15,15,15,18.7,86.6,23.7,64.6,414.5,9,400
2016,10,18,6,15,15,15,15,15,15,15,15,15,15,15,19.5,81.4,23.4,58.7,436.1,9,400
2016,10,18,7,15,15,15,15,15,15,15,15,15,15,15,20.5,80.8,23.4,56.3,442.8,16,400
2016,10,18,8,15,15,15,15,15,15,15,15,15,15,15,21.6,76.1,23.3,55.8,444,12,400
2016,10,18,9,15,15,15,15,15,15,15,15,15,15,15,22.7,74.2,23.3,55.8,451.5,15,400
2016,10,18,10,15,15,15,15,15,15,15,15,15,15,15,23.8,64.8,23.4,55.7,494.8,19,400
2016,10,18,11,15,15,15,15,15,15,15,15,15,15,15,22,65.5,23.5,56.4,515.4,9,400
2016,10,18,12,15,15,15,15,15,15,15,15,15,15,15,22.7,60.7,23.6,55.8,526.4,17,400
2016,10,18,13,15,15,15,15,15,15,15,15,15,15,15,24.7,64.7,23.7,55.8,529.7,18,400
2016,10,18,14,15,15,15,15,15,15,15,15,15,15,15,23.1,66.7,23.6,55.2,547.9,10,400
2016,10,18,15,15,15,15,15,15,15,15,15,15,15,15,23,68.2,23.6,55.3,557.8,10,400
2016,10,18,16,15,15,15,15,15,15,15,15,15,15,15,21.8,70.1,23.6,55.9,554.2,20,400
2016,10,18,17,15,15,15,15,15,15,15,15,15,15,15,21.9,70.8,23.5,55.4,545.7,27,400
2016,10,18,18,15,15,15,15,15,15,15,15,15,15,15,21.3,76.3,23.5,54.5,531.8,17,400
2016,10,18,19,15,15,15,15,15,15,15,15,15,15,15,21.3,75,23.6,55.1,599.7,19,400
2016,10,18,20,15,15,15,15,15,15,15,15,15,15,15,21.5,77.3,23.7,55.2,700.7,13,400
2016,10,18,21,15,15,15,15,15,15,15,15,15,15,15,19.9,79.5,23.8,59.2,771.4,25,400
2016,10,18,22,15,15,15,15,15,15,15,15,15,15,15,20.9,81.5,23.8,60.7,674.8,22,400
2016,10,18,23,15,15,15,15,15,15,15,15,15,15,15,20.8,81,23.8,61.7,605.1,29,400
2016,10,19,0,15,15,15,15,15,15,15,15,15,15,15,20.1,79,23.8,62.3,552.4,13,400
2016,10,19,1,15,15,15,15,15,15,15,15,15,15,15,21.1,83.2,23.8,63.1,515.8,14,400
2016,10,19,2,15,15,15,15,15,15,15,15,15,15,15,19.3,79.2,23.8,63.8,492.2,25,400
2016,10,19,3,15,15,15,15,15,15,15,15,15,15,15,20.2,84.2,23.9,64.2,473.8,29,400
2016,10,19,4,15,15,15,15,15,15,15,15,15,15,15,20,82.8,23.9,64.8,451.4,30,400
2016,10,19,5,15,15,15,15,15,15,15,15,15,15,15,20.7,82.9,23.9,65.1,446.3,42,400
2016,10,19,6,15,15,15,15,15,15,15,15,15,15,15,21.1,84,23.6,59.2,451.7,50,400
2016,10,19,7,15,15,15,15,15,15,15,15,15,15,15,20.9,83.5,23.5,57.3,450.7,40,400
2016,10,19,8,15,15,15,15,15,15,15,15,15,15,15,21,86.3,23.4,56,463.9,35,400
2016,10,19,9,15,15,15,15,15,15,15,15,15,15,15,21.2,80.7,23.5,55.7,480.4,29,400
2016,10,19,10,15,15,15,15,15,15,15,15,15,15,15,22.2,74.4,23.5,55.9,513,24,400
2016,10,19,11,15,15,15,15,15,15,15,15,15,15,15,23.6,73.5,23.6,55.7,547.7,34,400
2016,10,19,12,15,15,15,15,15,15,15,15,15,15,15,21.6,76.8,23.6,56,573.7,33,400
2016,10,19,13,15,15,15,15,15,15,15,15,15,15,15,21.5,78,23.7,56.2,566.3,22,400
2016,10,19,14,15,15,15,15,15,15,15,15,15,15,15,21.6,77.5,23.7,55.5,562.8,16,400
2016,10,19,15,15,15,15,15,15,15,15,15,15,15,15,21,82.6,23.5,56.5,564.9,23,400
2016,10,19,16,15,15,15,15,15,15,15,15,15,15,15,21.2,83.3,23.4,55.9,556.6,30,400
2016,10,19,17,15,15,15,15,15,15,15,15,15,15,15,20.8,91.1,23.4,55.2,574.6,21,400
2016,10,19,18,15,15,15,15,15,15,15,15,15,15,15,20.4,88.7,23.3,55.2,508.1,16,400
2016,10,19,19,15,15,15,15,15,15,15,15,15,15,15,20.2,88.5,23.3,55.5,477.2,11,400
2016,10,19,20,15,15,15,15,15,15,15,15,15,15,15,20.5,91.7,23.3,54.8,465.8,33,400
2016,10,19,21,15,15,15,15,15,15,15,15,15,15,15,20.9,90.3,23.5,58.3,451.8,18,400
2016,10,19,22,15,15,15,15,15,15,15,15,15,15,15,19.1,88.3,23.6,60.2,443.3,16,400
2016,10,19,23,15,15,15,15,15,15,15,15,15,15,15,21.2,91.2,23.6,61.6,433.2,16,400
2016,10,20,0,15,15,15,15,15,15,15,15,15,15,15,19.4,93.5,23.7,62.8,429.8,28,400
2016,10,20,1,15,15,15,15,15,15,15,15,15,15,15,21.1,94.3,23.7,63.7,426.8,46,400
2016,10,20,2,15,15,15,15,15,15,15,15,15,15,15,20.9,93.2,23.8,64.7,425.1,37,400
2016,10,20,3,15,15,15,15,15,15,15,15,15,15,15,20.5,98,23.8,65.4,421.6,48,400
2016,10,20,4,15,15,15,15,15,15,15,15,15,15,15,17.6,97.6,23.8,66.2,420.1,20,400
2016,10,20,5,15,15,15,15,15,15,15,15,15,15,15,20.1,96.9,23.8,66.3,416.5,20,400
2016,10,20,6,15,15,15,15,15,15,15,15,15,15,15,20.5,93.5,23.5,59.9,432.9,28,400
2016,10,20,7,15,15,15,15,15,15,15,15,15,15,15,20.6,95.2,23.4,57.9,442.4,15,400
2016,10,20,8,15,15,15,15,15,15,15,15,15,15,15,19.4,95.5,23.4,57,460.8,18,400
2016,10,20,9,15,15,15,15,15,15,15,15,15,15,15,20.9,92.6,23.4,57.4,469.8,32,400
2016,10,20,10,15,15,15,15,15,15,15,15,15,15,15,20.3,90.1,23.4,57.7,505.2,25,400
2016,10,20,11,15,15,15,15,15,15,15,15,15,15,15,20.1,96.2,23.5,57.3,543.1,19,400
2016,10,20,12,15,15,15,15,15,15,15,15,15,15,15,20.9,97.1,23.5,58.3,551.2,18,400
2016,10,20,13,15,15,15,15,15,15,15,15,15,15,15,20.4,98,23.5,57.9,558.7,16,400
2016,10,20,14,15,15,15,15,15,15,15,15,15,15,15,21,95.9,23.5,57.8,551.6,-999,400
2016,10,20,15,15,15,15,15,15,15,15,15,15,15,15,21.4,94.3,23.5,57.3,557.3,-999,400
2016,10,20,16,15,15,15,15,15,15,15,15,15,15,15,19.4,93.3,23.5,57.5,554.4,-999,400
2016,10,20,17,15,15,15,15,15,15,15,15,15,15,15,20.2,95.7,23.5,56.6,553.7,-999,400
2016,10,20,18,15,15,15,15,15,15,15,15,15,15,15,20.1,96.3,23.4,56.1,526.3,17,400
2016,10,20,19,15,15,15,15,15,15,15,15,15,15,15,19.7,92.5,23.4,56,500.7,29,400
2016,10,20,20,15,15,15,15,15,15,15,15,15,15,15,20.7,89.8,23.3,55.6,476.6,25,400
2016,10,20,21,15,15,15,15,15,15,15,15,15,15,15,21,92,23.5,59,452.5,19,400
2016,10,20,22,15,15,15,15,15,15,15,15,15,15,15,21,92,23.6,61.3,438.3,30,400
2016,10,20,23,15,15,15,15,15,15,15,15,15,15,15,20.6,91.5,23.6,62.8,432.8,26,400
2016,10,21,0,15,15,15,15,15,15,15,15,15,15,15,20.3,92.4,23.7,63.8,424.3,20,400
2016,10,21,1,15,15,15,15,15,15,15,15,15,15,15,20.4,94.2,23.7,65.2,420.5,7,400
2016,10,21,2,15,15,15,15,15,15,15,15,15,15,15,20,97.8,23.7,66,418.8,16,400
2016,10,21,3,15,15,15,15,15,15,15,15,15,15,15,20.2,98.7,23.7,66.9,414.6,6,400
2016,10,21,4,15,15,15,15,15,15,15,15,15,15,15,19.6,96.9,23.8,67.2,408.7,8,400
2016,10,21,5,15,15,15,15,15,15,15,15,15,15,15,19.9,98.6,23.8,67.7,406.9,7,400
2016,10,21,6,15,15,15,15,15,15,15,15,15,15,15,19.2,96.8,23.5,61.1,427.3,8,400
2016,10,21,7,15,15,15,15,15,15,15,15,15,15,15,19.7,97.9,23.4,58.8,431.3,5,400
2016,10,21,8,15,15,15,15,15,15,15,15,15,15,15,20.7,97.4,23.3,58.7,446.7,2,400
2016,10,21,9,15,15,15,15,15,15,15,15,15,15,15,19.6,97.5,23.4,58.2,488.4,3,400
2016,10,21,10,15,15,15,15,15,15,15,15,15,15,15,21.3,98.9,23.4,57.8,507.4,4,400
2016,10,21,11,15,15,15,15,15,15,15,15,15,15,15,20.7,98.2,23.4,57.8,538.4,-1,400
2016,10,21,12,15,15,15,15,15,15,15,15,15,15,15,20.7,99.6,23.5,58.1,550.4,0,400
2016,10,21,13,15,15,15,15,15,15,15,15,15,15,15,21.1,97.7,23.5,58,542.2,4,400
2016,10,21,14,15,15,15,15,15,15,15,15,15,15,15,21.1,99.7,23.4,57.7,543.2,2,400
2016,10,21,15,15,15,15,15,15,15,15,15,15,15,15,21.3,98.4,23.5,58.1,555.7,-5,400
2016,10,21,16,15,15,15,15,15,15,15,15,15,15,15,21.5,99.9,23.6,58.1,595,-999,400
2016,10,21,17,15,15,15,15,15,15,15,15,15,15,15,20.1,96.8,23.6,57.7,581.1,-1,400
2016,10,21,18,15,15,15,15,15,15,15,15,15,15,15,19.9,99.8,23.5,57,535.4,-999,400
2016,10,21,19,15,15,15,15,15,15,15,15,15,15,15,21.2,98.1,23.4,57.2,511.4,13,400
2016,10,21,20,15,15,15,15,15,15,15,15,15,15,15,21.3,99.9,23.3,57.2,478.8,4,400
2016,10,21,21,15,15,15,15,15,15,15,15,15,15,15,19.4,97.7,23.5,61.2,451.1,-999,400
2016,10,21,22,15,15,15,15,15,15,15,15,15,15,15,21.4,97.2,23.6,63.2,440.8,-999,400
2016,10,21,23,15,15,15,15,15,15,15,15,15,15,15,21,99.1,23.7,64.9,428.7,-999,400
2016,10,22,0,15,15,15,15,15,15,15,15,15,15,15,21.4,99.5,23.7,65.8,421.5,-4,400
2016,10,22,1,15,15,15,15,15,15,15,15,15,15,15,20.6,99.7,23.7,66.5,417.8,-5,400
2016,10,22,2,15,15,15,15,15,15,15,15,15,15,15,21.5,97.8,23.7,67.4,412.2,-999,400
2016,10,22,3,15,15,15,15,15,15,15,15,15,15,15,21.1,98.7,23.8,68,413.7,0,400
2016,10,22,4,15,15,15,15,15,15,15,15,15,15,15,20.4,97.2,23.8,69.1,413.2,-1,400
2016,10,22,5,15,15,15,15,15,15,15,15,15,15,15,21.4,98.5,23.8,69.6,411.6,-4,400
2016,10,22,6,15,15,15,15,15,15,15,15,15,15,15,21.2,99.7,23.8,69.8,412.4,-2,400
