Out_Avg_Temp,Out_RH,Out_label,In_Avg_Temp,In_RH,In_label
20.0,0.0172714977919,1.0,21.9,0.0171608564057,0.0
20.0,0.0173349959455,1.0,21.8,0.0171090955655,0.0
19.7,0.0173031352285,1.0,21.9,0.017279044122,0.0
19.5,0.0173271371923,1.0,21.9,0.0171608564057,0.0
19.3,0.017185388386,1.0,21.8,0.0172031015851,0.0
19.5,0.0173065830556,1.0,21.9,0.0171372188625,0.0
19.6,0.0173052077029,1.0,21.8,0.0171090955655,0.0
19.8,0.0174677138746,1.0,21.9,0.0172554065788,0.0
20.0,0.0175254904065,1.0,21.9,0.0171135813192,0.0
20.4,0.0175501757951,1.0,21.9,0.0173026816653,0.0
21.0,0.0177255211061,1.0,21.9,0.0171372188625,0.0
21.2,0.0176601434589,1.0,21.9,0.0173026816653,0.0
21.6,0.0178882235486,1.0,21.9,0.0171372188625,0.0
22.2,0.0179170668531,1.0,22.0,0.0172125659554,0.0
22.5,0.0182777218727,1.0,22.0,0.0172601144801,0.0
23.0,0.0181544350805,1.0,22.0,0.017188791693,0.0
23.9,0.018235498624,1.0,22.0,0.0173076630048,0.0
24.4,0.0180509117179,1.0,22.1,0.0172642221724,0.0
24.0,0.0174596967577,1.0,22.2,0.0173639225073,0.0
24.7,0.0172780057867,1.0,22.2,0.0175322707865,0.0
25.0,0.0171497016552,1.0,22.4,0.0175648181856,0.0
25.6,0.0169209629153,1.0,22.5,0.0177149539971,0.0
26.2,0.0169253142614,1.0,22.6,0.0177677209898,0.0
25.8,0.016580582474,1.0,22.6,0.0175462397032,0.0
26.2,0.0166839550562,1.0,22.7,0.0178699302569,0.0
26.8,0.0169388402381,1.0,22.8,0.0177237189136,0.0
27.2,0.0170637320335,1.0,22.8,0.0177486117772,0.0
27.4,0.0170924093586,1.0,22.9,0.0176502657201,0.0
27.7,0.0169845562932,1.0,23.1,0.0180559533126,0.0
28.6,0.0169849428932,1.0,23.1,0.0178786858887,0.0
27.6,0.0168584564142,1.0,23.1,0.0177267423826,0.0
28.0,0.0170010295236,1.0,23.1,0.017777390218,0.0
27.2,0.0168085734237,1.0,23.2,0.0179556654944,0.0
27.4,0.0168666605558,1.0,23.1,0.0178027141357,0.0
27.6,0.0171193222775,1.0,23.1,0.0178280380534,0.0
27.8,0.0168477031663,1.0,23.1,0.0180053054772,0.0
27.4,0.0170924093586,1.0,23.2,0.0179301964653,0.0
26.7,0.0167518932748,1.0,23.2,0.0178792584072,0.0
26.7,0.0169380254223,1.0,23.2,0.0180320725816,0.0
26.6,0.0171217270723,1.0,23.3,0.0179816308007,0.0
27.4,0.0173181581615,1.0,23.3,0.0179816308007,0.0
27.0,0.0173172156726,1.0,23.4,0.0183678849729,0.0
26.6,0.0174610766178,1.0,23.4,0.0183421235634,0.0
26.8,0.0172819843313,1.0,23.4,0.0182906007444,0.0
26.2,0.017377862771,1.0,23.3,0.0181353199529,0.0
25.5,0.0172614807929,1.0,23.3,0.0182633942463,0.0
24.4,0.0169329549499,1.0,23.3,0.018289009105,0.0
23.8,0.0169989001209,1.0,23.3,0.018289009105,0.0
20.7,0.0127003462919,1.0,20.5,0.0135120838221,0.0
13.0,0.0043743732821,1.0,12.1,0.00445165502686,0.0
5.4,0.000453030571024,1.0,3.7,0.000442903456798,0.0
21.5,0.016630161234,1.0,23.2,0.0178792584072,0.0
20.7,0.0163825647481,1.0,23.1,0.0176760945472,0.0
19.6,0.0162507685238,1.0,23.1,0.0177520663003,0.0
19.2,0.0161555161855,1.0,23.1,0.0175241510411,0.0
18.7,0.0160188752287,1.0,23.0,0.0175501265619,0.0
18.7,0.0161757308001,1.0,23.0,0.0174997675187,0.0
17.9,0.0160614378906,1.0,23.0,0.0174242289539,0.0
17.3,0.0159295048068,1.0,23.0,0.0175501265619,0.0
17.0,0.0156813079628,1.0,22.9,0.0172997639895,0.0
17.0,0.0158584978833,1.0,22.9,0.0172496923137,0.0
17.1,0.0158468769754,1.0,22.9,0.0173999073411,0.0
17.0,0.0160002498196,1.0,22.8,0.0171511830498,0.0
17.1,0.0159716555342,1.0,22.8,0.0172507545044,0.0
17.1,0.0159894810426,1.0,22.8,0.0172009687771,0.0
17.1,0.0160251320595,1.0,22.8,0.0171262901862,0.0
17.1,0.0160964340931,1.0,22.8,0.017275647368,0.0
16.9,0.0160806950478,1.0,22.8,0.0171262901862,0.0
17.0,0.0160888447799,1.0,22.7,0.0170531605914,0.0
16.9,0.0159574038481,1.0,22.7,0.0171521629751,0.0
16.9,0.0161159211049,1.0,22.7,0.0170531605914,0.0
16.9,0.0162039862476,1.0,22.7,0.0171026617833,0.0
17.0,0.0163723486527,1.0,22.7,0.0171274123792,0.0
17.1,0.0163816422276,1.0,22.7,0.0170284099955,0.0
17.2,0.0164979736173,1.0,22.7,0.0172511653588,0.0
17.1,0.0164172932445,1.0,22.7,0.0172759159547,0.0
17.3,0.0165428719228,1.0,22.7,0.0173501677425,0.0
17.3,0.0165067915043,1.0,22.7,0.0174491701262,0.0
17.3,0.0165428719228,1.0,22.7,0.0173501677425,0.0
17.3,0.0165609121321,1.0,22.7,0.0173996689344,0.0
17.3,0.01661503276,1.0,22.7,0.0174739207221,0.0
17.3,0.01661503276,1.0,22.7,0.0173996689344,0.0
17.4,0.0166783783677,1.0,22.7,0.0175481725099,0.0
17.4,0.016660229969,1.0,22.7,0.0174491701262,0.0
17.5,0.0166505212973,1.0,22.7,0.0174244195303,0.0
17.6,0.0166400194585,1.0,22.7,0.0175729231058,0.0
17.8,0.0166537779768,1.0,22.7,0.0174739207221,0.0
18.0,0.0166651580808,1.0,22.7,0.017523421914,0.0
18.0,0.0166087297803,1.0,22.7,0.0176471748936,0.0
18.0,0.0165711109133,1.0,22.7,0.017523421914,0.0
18.0,0.0165523014798,1.0,22.7,0.0174739207221,0.0
18.0,0.0165146826128,1.0,22.7,0.0176719254895,0.0
18.1,0.0165185673207,1.0,22.7,0.017523421914,0.0
18.1,0.0164428808725,1.0,22.7,0.0175976737018,0.0
18.2,0.0165027991196,1.0,22.7,0.0175976737018,0.0
18.3,0.0164287360252,1.0,22.7,0.0174739207221,0.0
18.4,0.0164109141894,1.0,22.7,0.0176719254895,0.0
18.4,0.0163531292803,1.0,22.7,0.0175976737018,0.0
18.5,0.0162953413577,1.0,22.7,0.017523421914,0.0
18.5,0.0161790844633,1.0,22.7,0.0176471748936,0.0
18.5,0.0160434514199,1.0,22.7,0.0175481725099,0.0
18.5,0.0159271945256,1.0,22.7,0.0176224242977,0.0
18.6,0.0157684225157,1.0,22.7,0.0175729231058,0.0
18.7,0.0156855571395,1.0,22.7,0.017523421914,0.0
18.8,0.0156602495252,1.0,22.7,0.0176966760854,0.0
19.0,0.0155469786336,1.0,22.7,0.017523421914,0.0
19.4,0.0156930130895,1.0,22.7,0.017523421914,0.0
19.8,0.0156895633604,1.0,22.7,0.0176471748936,0.0
20.1,0.0157974097472,1.0,22.7,0.0174739207221,0.0
20.9,0.0159497417032,1.0,22.7,0.0174986713181,0.0
21.4,0.0160059795724,1.0,22.8,0.0176490403227,0.0
22.2,0.0160652357824,1.0,22.8,0.0175245760045,0.0
22.8,0.0162052542314,1.0,22.9,0.0176252298822,0.0
23.3,0.0162910501272,1.0,22.9,0.0177754449096,0.0
23.8,0.0161818987198,1.0,23.0,0.0176004856051,0.0
24.8,0.0164275156329,1.0,23.0,0.0176004856051,0.0
25.2,0.0164880652165,1.0,23.1,0.0179546576418,0.0
24.7,0.0164459990875,1.0,23.1,0.017777390218,0.0
25.0,0.016726600463,1.0,23.2,0.017828320349,0.0
25.4,0.0169340686922,1.0,23.2,0.0179047274362,0.0
26.2,0.0168649744601,1.0,23.3,0.0179047862247,0.0
27.3,0.0171263968057,1.0,23.4,0.0181617936969,0.0
27.9,0.0172723352078,1.0,23.4,0.0182390779254,0.0
28.8,0.0174854622134,1.0,23.5,0.0183433485932,0.0
28.8,0.0176247886055,1.0,23.5,0.0182656225399,0.0
28.8,0.0176247886055,1.0,23.6,0.0183960206838,0.0
28.9,0.0175463397246,1.0,23.7,0.0186320526796,0.0
29.0,0.0173607840029,1.0,23.7,0.0186320526796,0.0
29.5,0.0179853910921,1.0,23.7,0.0185534364236,0.0
29.6,0.0180835098233,1.0,23.7,0.0185534364236,0.0
30.0,0.018145948217,1.0,23.7,0.0185534364236,0.0
30.3,0.0181786388054,1.0,23.8,0.0187646773428,0.0
30.2,0.0183060597414,1.0,23.8,0.0188964517623,0.0
30.7,0.018266745979,1.0,23.8,0.0188173871106,0.0
31.1,0.0184672153712,1.0,23.9,0.018871620669,0.0
30.6,0.0183989176044,1.0,24.0,0.0188991221393,0.0
30.9,0.01865989627,1.0,24.1,0.0190066650056,0.0
31.2,0.0184080599446,1.0,24.0,0.018659217909,0.0
30.7,0.0184598405453,1.0,23.4,0.017440474231,0.0
30.3,0.0184431928005,1.0,23.1,0.0172962357819,0.0
30.5,0.0184526539177,1.0,22.9,0.0170243697726,0.0
20.6,0.00699283905178,1.0,16.8,0.00892888388163,0.0
19.2,0.00718920470256,1.0,16.5,0.00931950301522,0.0
19.0,0.00704503653103,1.0,16.6,0.00966982296991,0.0
28.2,0.0180317049605,1.0,22.2,0.0170031761948,0.0
27.8,0.0181994758274,1.0,21.5,0.0158679455108,0.0
27.4,0.018059904228,1.0,21.4,0.01632747701,0.0
23.9,0.0218666952976,1.0,21.5,0.0168149408033,0.0
22.2,0.0235928088361,1.0,21.3,0.0163016381312,0.0
22.4,0.023330554903,1.0,21.1,0.0164521169187,0.0
22.0,0.0226093235132,1.0,21.0,0.0161324679434,0.0
21.9,0.0226447664417,1.0,20.7,0.0158313344403,0.0
21.9,0.0226920415283,1.0,20.8,0.0164782143027,0.0
21.9,0.0219592776872,1.0,20.6,0.0157612892734,0.0
21.9,0.0222902032929,1.0,20.6,0.0163093174123,0.0
21.6,0.0220466547372,1.0,20.6,0.0160901061568,0.0
21.5,0.0214575274811,1.0,20.4,0.01605516082,0.0
21.5,0.0211110657887,1.0,20.5,0.0163016753208,0.0
21.1,0.0211237056734,1.0,20.5,0.0165849932074,0.0
20.6,0.0211319650342,1.0,20.3,0.0155524021504,0.0
20.3,0.0210237458431,1.0,20.3,0.0161340016768,0.0
20.3,0.0208729607807,1.0,20.3,0.0163278681856,0.0
20.0,0.0204464054742,1.0,20.3,0.0163278681856,0.0
19.7,0.0201315323332,1.0,20.3,0.0162847867392,0.0
19.5,0.01954698395,1.0,20.2,0.0161898907495,0.0
19.4,0.0197388680267,1.0,20.2,0.0162327211483,0.0
19.5,0.0200813915028,1.0,20.1,0.0160741837724,0.0
19.6,0.0200550196795,1.0,20.1,0.0162657965591,0.0
19.0,0.0189397724304,1.0,20.1,0.0160103128435,0.0
18.6,0.0185556714894,1.0,20.2,0.0167681011334,0.0
18.3,0.0176350418172,1.0,20.1,0.0160316031532,0.0
18.3,0.0183052117017,1.0,20.0,0.0159168705141,0.0
18.0,0.0173987259873,1.0,20.0,0.0161920291799,0.0
18.2,0.0176638957128,1.0,20.0,0.0159380365653,0.0
18.1,0.0176727856559,1.0,19.9,0.015655561591,0.0
17.9,0.0176507536307,1.0,19.9,0.0161816221283,0.0
17.7,0.0174786286627,1.0,19.9,0.0158028585415,0.0
17.5,0.0170886929104,1.0,19.8,0.0155640468535,0.0
17.4,0.0168598623543,1.0,19.9,0.0160553675994,0.0
17.1,0.0168629309547,1.0,19.8,0.0156058856892,0.0
16.6,0.0165718969681,1.0,19.7,0.0158473426011,0.0
16.3,0.0164960503254,1.0,19.8,0.0157941604495,0.0
15.9,0.0161189440652,1.0,19.7,0.0155977781507,0.0
15.6,0.0157147651293,1.0,19.7,0.0159721248264,0.0
15.5,0.0154578770627,1.0,19.7,0.0157433574135,0.0
15.6,0.0155030636302,1.0,19.6,0.0156718607393,0.0
15.6,0.0158776124364,1.0,19.7,0.0158681396387,0.0
15.6,0.0157147651293,1.0,19.6,0.015382406847,0.0
15.6,0.0155356330916,1.0,19.6,0.0158786135195,0.0
15.5,0.0155549946149,1.0,19.6,0.0154651079591,0.0
15.3,0.0153352400254,1.0,19.5,0.0158883476271,0.0
15.3,0.0153832126219,1.0,19.6,0.0155891596272,0.0
15.5,0.0155873671323,1.0,19.4,0.0155295442032,0.0
15.5,0.015441690804,1.0,19.6,0.0158579382414,0.0
15.3,0.0150953770427,1.0,19.4,0.0153252080953,0.0
15.1,0.0147864833091,1.0,19.4,0.0156930130895,0.0
14.7,0.0141989918379,1.0,19.5,0.0154978190308,0.0
14.6,0.0138673467682,1.0,19.4,0.015549977814,0.0
14.2,0.0128740259382,1.0,19.4,0.0155295442032,0.0
14.0,0.0127022342766,1.0,19.3,0.0150930775068,0.0
14.0,0.012451143599,1.0,19.4,0.0155091105924,0.0
14.1,0.0125723909596,1.0,19.3,0.015072763809,0.0
14.2,0.0127544066496,1.0,19.2,0.0153881291667,0.0
14.3,0.0126071473703,1.0,19.3,0.015072763809,0.0
14.2,0.0124105011948,1.0,19.2,0.0152871571906,0.0
14.1,0.0120968395285,1.0,19.3,0.0151946459961,0.0
14.2,0.0121862150286,1.0,19.2,0.015065018843,0.0
14.4,0.0120337059041,1.0,19.3,0.0151133912047,0.0
14.6,0.0121818129068,1.0,19.2,0.0148226861002,0.0
14.6,0.0120745516611,1.0,19.2,0.0150044356573,0.0
13.3,0.0108931003933,1.0,19.3,0.0148493131326,0.0
14.3,0.0115841330252,1.0,19.2,0.0148832692859,0.0
14.2,0.0113787848304,1.0,19.3,0.0146258624561,0.0
14.6,0.0115229223974,1.0,19.1,0.0145147313391,0.0
14.8,0.011742071566,1.0,19.3,0.0144227254776,0.0
14.8,0.0115559356891,1.0,19.1,0.0144143528375,0.0
14.9,0.0115954205684,1.0,19.3,0.014361784384,0.0
14.8,0.0114473564276,1.0,19.2,0.0141764654528,0.0
14.6,0.0113543690113,1.0,19.2,0.014196659848,0.0
14.7,0.0113622768562,1.0,19.2,0.0140351046862,0.0
14.7,0.0111464398467,1.0,19.2,0.0140149102909,0.0
14.8,0.011323265843,1.0,19.2,0.0139543271052,0.0
14.6,0.0112317847305,1.0,19.1,0.0138522332282,0.0
14.4,0.0111406384219,1.0,19.2,0.0138331607339,0.0
14.1,0.0111308756841,1.0,19.1,0.0137719304269,0.0
13.9,0.0112298800854,1.0,19.2,0.0137321887577,0.0
14.0,0.0112547703706,1.0,19.1,0.0136916276256,0.0
13.9,0.0109216088674,1.0,19.2,0.0135908279911,0.0
13.7,0.0105560801041,1.0,19.1,0.0135711734236,0.0
13.7,0.0106720809844,1.0,19.3,0.0135086090741,0.0
14.2,0.010915260087,1.0,19.2,0.0135302448054,0.0
14.1,0.0109079609508,1.0,19.3,0.0134476679805,0.0
13.9,0.0108922497038,1.0,19.2,0.013409078434,0.0
13.7,0.0108605824148,1.0,19.3,0.0132851583977,0.0
13.8,0.010825487594,1.0,19.2,0.0132475232721,0.0
13.7,0.0107155813145,1.0,19.2,0.0132879120626,0.0
13.6,0.0105921526173,1.0,19.3,0.0133664131891,0.0
13.1,0.010186386202,1.0,19.2,0.0131667456912,0.0
13.7,0.010512579774,1.0,19.4,0.0131592453511,0.0
13.4,0.0101491848982,1.0,19.2,0.0129849961341,0.0
13.7,0.0104110790038,1.0,19.4,0.0129140420216,0.0
13.8,0.0103732098105,1.0,19.2,0.0129042185532,0.0
13.7,0.0102805780135,1.0,19.3,0.0127773159513,0.0
13.6,0.0102606975014,1.0,19.2,0.0126820802056,0.0
13.2,0.0101511435908,1.0,19.2,0.0126618858104,0.0
13.2,0.0101652033465,1.0,19.1,0.0125473127067,0.0
13.3,0.0102847843973,1.0,19.1,0.0125071613061,0.0
12.8,0.010053751074,1.0,19.1,0.0124870856057,0.0
13.0,0.0102068709916,1.0,19.1,0.0124870856057,0.0
13.0,0.0102346447902,1.0,19.2,0.0124195530676,0.0
12.9,0.0101438575341,1.0,19.1,0.0123867071041,0.0
12.7,0.0100870008632,1.0,19.1,0.0122060258011,0.0
12.8,0.0101909100245,1.0,19.1,0.0122461772018,0.0
12.7,0.0101960495212,1.0,19.1,0.0122461772018,0.0
12.7,0.0101687873567,1.0,19.0,0.0122140576685,0.0
12.7,0.0101687873567,1.0,19.1,0.0122461772018,0.0
12.6,0.0100923110358,1.0,19.1,0.0122060258011,0.0
12.6,0.0101194044883,1.0,19.0,0.0121342272262,0.0
