ts,month,day,hour,pm25,pm10,co2,humidity,temperature,voc,Unnamed: 10,0
4/16/2017 6:29,4.0,16.0,7.0,1.35166667,1.42666667,595.916667,39.0396667,31.5966667,0.063916667,0.0,2.59028158875e-05
4/16/2017 7:29,4.0,16.0,8.0,1.40166667,1.55333333,594.483333,38.7173333,32.0723333,0.0651,0.0,2.70620815081e-05
4/16/2017 8:29,4.0,16.0,9.0,1.525,1.63833333,597.216667,38.8123333,32.1745,0.06975,0.0,2.91535939466e-05
4/16/2017 9:29,4.0,16.0,10.0,2.295,2.39666667,599.833333,39.0708333,32.0431667,0.080383333,0.0,3.33633736703e-05
4/16/2017 10:29,4.0,16.0,11.0,2.76833333,3.00833333,588.75,39.8601667,31.5951667,0.092183333,0.0,3.73551397143e-05
4/16/2017 11:29,4.0,16.0,12.0,3.22333333,3.43833333,575.783333,40.4661667,31.277,0.115266667,0.0,4.59187573174e-05
4/16/2017 12:29,4.0,16.0,13.0,4.20333333,4.52333333,526.766667,40.9963333,31.0706667,0.09415,0.0,3.70928986151e-05
4/16/2017 13:29,4.0,16.0,14.0,3.24333333,3.48333333,534.733333,41.1385,30.9333333,0.081733333,0.0,3.19639221962e-05
4/16/2017 14:29,4.0,16.0,15.0,3.23166667,3.42166667,541.216667,41.2071667,30.7558333,0.085533333,0.0,3.31316458775e-05
4/16/2017 15:29,4.0,16.0,16.0,3.12833333,3.21833333,532.333333,41.1983333,30.5915,0.077633333,0.0,2.98061396645e-05
4/16/2017 16:29,4.0,16.0,17.0,3.485,3.68833333,520.516667,41.4083333,30.3411667,0.063233333,0.0,2.39513177598e-05
4/16/2017 17:29,4.0,16.0,18.0,3.29,3.505,515.2,41.5715,30.1201667,0.06375,0.0,2.38598907463e-05
4/16/2017 18:29,4.0,16.0,19.0,3.66666667,3.91333333,509.616667,41.8661667,29.9733333,0.066016667,0.0,2.45123768795e-05
4/16/2017 19:29,4.0,16.0,20.0,3.35166667,3.52666667,506.75,42.0563333,29.8646667,0.077216667,0.0,2.85024649871e-05
4/16/2017 20:29,4.0,16.0,21.0,3.50666667,3.69666667,502.55,42.3651667,29.8041667,0.091466667,0.0,3.36517595489e-05
4/16/2017 21:29,4.0,16.0,22.0,4.105,4.27166667,499.233333,43.2621667,29.651,0.09,0.0,3.28377360271e-05
4/16/2017 22:30,4.0,16.0,23.0,4.98813559,5.12542373,495.423729,43.9759322,29.6020339,0.070372881,0.0,2.56082386193e-05
4/16/2017 23:29,4.0,17.0,0.0,6.56666667,6.78833333,496.666667,45.1066667,29.7035,0.122483333,0.0,4.48174343542e-05
4/17/2017 0:29,4.0,17.0,1.0,8.055,8.35833333,515.016667,46.688,29.7013333,0.095866667,0.0,3.50740960588e-05
4/17/2017 1:29,4.0,17.0,2.0,5.47,5.80833333,569.75,49.5396667,29.4561667,0.070516667,0.0,2.54576903289e-05
4/17/2017 2:29,4.0,17.0,3.0,4.91166667,5.26166667,734.683333,50.2525,29.5031667,0.066833333,0.0,2.41897549485e-05
4/17/2017 3:29,4.0,17.0,4.0,6.18135593,6.66949153,919.237288,49.5940678,29.659661,0.085237288,0.0,3.11146416664e-05
4/17/2017 4:29,4.0,17.0,5.0,7.065,7.64666667,905.733333,48.3696667,29.9026667,0.07635,0.0,2.82407370118e-05
4/17/2017 5:29,4.0,17.0,6.0,9.83220339,10.7186441,746.050847,46.6413559,30.3764407,0.081677966,0.0,3.09967843363e-05
4/17/2017 6:29,4.0,17.0,7.0,8.19322034,9.06779661,897.457627,44.7466102,30.7864407,0.085983051,0.0,3.33608441568e-05
4/17/2017 7:29,4.0,17.0,8.0,7.49333333,8.20833333,1007.21667,43.247,31.3223333,0.07625,0.0,3.04497228338e-05
4/17/2017 8:29,4.0,17.0,9.0,8.78333333,9.71333333,1096.15,42.9541667,31.3813333,0.104416667,0.0,4.18300683696e-05
4/17/2017 9:29,4.0,17.0,10.0,6.53,7.37666667,1209.45,43.575,31.4455,0.142916667,0.0,5.74508713072e-05
4/17/2017 10:29,4.0,17.0,11.0,4.415,5.18333333,1159.03333,44.002,31.3003333,0.14895,0.0,5.94115716573e-05
4/17/2017 11:29,4.0,17.0,12.0,4.45333333,4.98666667,1015.21667,43.7645,30.9575,0.11075,0.0,4.33680231824e-05
4/17/2017 12:29,4.0,17.0,13.0,5.035,5.48166667,947.066667,43.8978333,30.5583333,0.115583333,0.0,4.42970783234e-05
4/17/2017 13:29,4.0,17.0,14.0,5.77666667,6.235,868.466667,43.9276667,30.195,0.107316667,0.0,4.03288209394e-05
4/17/2017 14:29,4.0,17.0,15.0,5.98474576,6.45084746,780.491525,43.9340678,29.8354237,0.076949153,0.0,2.83586670752e-05
4/17/2017 15:29,4.0,17.0,16.0,6.33333333,7.035,715.566667,43.9125,29.5126667,0.065666667,0.0,2.37797817159e-05
4/17/2017 16:29,4.0,17.0,17.0,5.95,6.57666667,671.2,43.9781667,29.2296667,0.064783333,0.0,2.3100973293e-05
4/17/2017 17:29,4.0,17.0,18.0,4.97333333,5.49333333,634.416667,44.1161667,28.9356667,0.064016667,0.0,2.24640812176e-05
4/17/2017 18:29,4.0,17.0,19.0,4.55,5.10833333,607.35,44.341,28.7013333,0.063933333,0.0,2.21490570399e-05
4/17/2017 19:29,4.0,17.0,20.0,3.85,4.32333333,588.366667,44.5515,28.4951667,0.06395,0.0,2.190593417e-05
4/17/2017 20:29,4.0,17.0,21.0,3.54166667,4.03666667,568.35,44.8316667,28.2763333,0.0635,0.0,2.14920780792e-05
4/17/2017 21:29,4.0,17.0,22.0,3.55833333,3.95166667,558.333333,45.0153333,28.0645,0.065916667,0.0,2.20516948047e-05
4/17/2017 22:29,4.0,17.0,23.0,5.10166667,5.65833333,526.116667,45.1653333,27.9698333,0.069783333,0.0,2.32239156459e-05
4/17/2017 23:29,4.0,18.0,0.0,6.0,6.54,514.116667,45.0716667,27.9576667,0.081633333,0.0,2.71494043755e-05
4/18/2017 0:29,4.0,18.0,1.0,5.09666667,6.505,502.216667,44.3755,28.1571667,0.076083333,0.0,2.55829058073e-05
4/18/2017 1:29,4.0,18.0,2.0,5.19166667,6.765,554.816667,41.901,28.7276667,0.0702,0.0,2.43551706623e-05
4/18/2017 2:29,4.0,18.0,3.0,4.37333333,6.305,795.133333,39.6296667,29.4725,0.087066667,0.0,3.14604783767e-05
4/18/2017 3:29,4.0,18.0,4.0,6.17833333,9.21166667,920.433333,36.9016667,29.4478333,0.077483333,0.0,2.79600835752e-05
4/18/2017 4:29,4.0,18.0,5.0,7.73333333,11.9333333,856.016667,37.3991667,29.5435,0.0736,0.0,2.66974244967e-05
4/18/2017 5:29,4.0,18.0,6.0,7.18833333,11.435,724.166667,37.537,29.6008333,0.094616667,0.0,3.44281483047e-05
4/18/2017 6:29,4.0,18.0,7.0,6.79166667,10.135,845.95,37.698,29.7133333,0.21055,0.0,7.70827691121e-05
4/18/2017 7:29,4.0,18.0,8.0,6.39322034,9.08474576,1034.49153,37.6528814,29.8067797,0.314728814,0.0,0.000115809196971
